Year,Month,Product,State,Requirement(in' MT),Availability(in' MT),,,
2014-2015,September,TSP,Sikkim,0.00,0.00,,,
2014-2015,September,UREA,Sikkim,0.00,0.00,,,
2014-2015,September,DAP,Tamil Nadu,0.00,9873.00,,,
2014-2015,September,MAP,Tamil Nadu,0.00,0.00,,,
2014-2015,September,MOP,Tamil Nadu,0.00,6582.90,,,
2014-2015,September,NPK,Tamil Nadu,0.00,28995.82,,,
2014-2015,September,TSP,Tamil Nadu,0.00,0.00,,,
2014-2015,September,UREA,Tamil Nadu,0.00,1006.00,,,
2014-2015,September,DAP,Tripura,0.00,8.55,,,
2014-2015,September,MAP,Tripura,0.00,0.00,,,
2014-2015,September,MOP,Tripura,0.00,0.00,,,
2014-2015,September,NPK,Tripura,0.00,26.95,,,
2014-2015,September,TSP,Tripura,0.00,0.00,,,
2014-2015,September,UREA,Tripura,0.00,0.00,,,
2014-2015,September,DAP,Telangana,0.00,5997.35,,,
2014-2015,September,MAP,Telangana,0.00,0.00,,,
2014-2015,September,MOP,Telangana,0.00,18255.35,,,
2014-2015,September,NPK,Telangana,0.00,31297.22,,,
2014-2015,September,TSP,Telangana,0.00,0.00,,,
2014-2015,September,UREA,Telangana,0.00,3819.85,,,
2014-2015,September,SSP,Telangana,0.00,0.00,,,
2014-2015,September,DAP,Uttar Pradesh,0.00,91587.80,,,
2014-2015,September,MAP,Uttar Pradesh,0.00,0.00,,,
2014-2015,September,MOP,Uttar Pradesh,0.00,9590.30,,,
2014-2015,September,NPK,Uttar Pradesh,0.00,24030.35,,,
2014-2015,September,TSP,Uttar Pradesh,0.00,16125.25,,,
2014-2015,September,UREA,Uttar Pradesh,0.00,33169.70,,,
2014-2015,September,DAP,Uttaranchal,0.00,1064.20,,,
2014-2015,September,MAP,Uttaranchal,0.00,0.00,,,
2014-2015,September,MOP,Uttaranchal,0.00,42.50,,,
2014-2015,September,NPK,Uttaranchal,0.00,6598.45,,,
2014-2015,September,TSP,Uttaranchal,0.00,0.00,,,
2014-2015,September,UREA,Uttaranchal,0.00,87.00,,,
2014-2015,September,SSP,Uttaranchal,0.00,0.00,,,
2014-2015,September,DAP,West Bengal,26200.00,18010.44,,,
2014-2015,September,MAP,West Bengal,0.00,0.00,,,
2014-2015,September,MOP,West Bengal,12500.00,24102.35,,,
2014-2015,September,NPK,West Bengal,96300.00,53528.08,,,
2014-2015,September,TSP,West Bengal,0.00,7377.55,,,
2014-2015,September,UREA,West Bengal,95200.00,9600.90,,,
2014-2015,September,SSP,West Bengal,0.00,0.00,,,
2014-2015,October,DAP,Andaman and Nicobar,0.00,0.00,,,
2014-2015,October,MAP,Andaman and Nicobar,0.00,0.00,,,
2014-2015,October,MOP,Andaman and Nicobar,0.00,0.00,,,
2014-2015,October,NPK,Andaman and Nicobar,0.00,0.00,,,
2014-2015,October,TSP,Andaman and Nicobar,0.00,0.00,,,
2014-2015,October,UREA,Andaman and Nicobar,0.00,0.00,,,
2014-2015,October,SSP,Andaman and Nicobar,0.00,0.00,,,
2014-2015,October,DAP,Andhra Pradesh,50000.00,4996.55,,,
2014-2015,October,MAP,Andhra Pradesh,0.00,0.00,,,
2014-2015,October,MOP,Andhra Pradesh,25000.00,16919.95,,,
2014-2015,October,NPK,Andhra Pradesh,154000.00,29609.29,,,
2014-2015,October,TSP,Andhra Pradesh,0.00,0.00,,,
2014-2015,October,UREA,Andhra Pradesh,200000.00,5756.55,,,
2014-2015,October,SSP,Andhra Pradesh,0.00,0.00,,,
2014-2015,October,DAP,Arunachal Pradesh,0.00,0.00,,,
2014-2015,October,MAP,Arunachal Pradesh,0.00,0.00,,,
2014-2015,October,MOP,Arunachal Pradesh,0.00,0.00,,,
2014-2015,October,NPK,Arunachal Pradesh,0.00,0.00,,,
2014-2015,October,TSP,Arunachal Pradesh,0.00,0.00,,,
2014-2015,October,UREA,Arunachal Pradesh,0.00,0.00,,,
2014-2015,October,SSP,Arunachal Pradesh,0.00,0.00,,,
2014-2015,October,DAP,Assam,0.00,352.65,,,
2014-2015,October,MAP,Assam,0.00,0.00,,,
2014-2015,October,MOP,Assam,0.00,11104.90,,,
2014-2015,October,NPK,Assam,0.00,2315.25,,,
2014-2015,October,TSP,Assam,0.00,0.00,,,
2014-2015,October,UREA,Assam,0.00,1758.00,,,
2014-2015,October,SSP,Assam,0.00,0.00,,,
2014-2015,October,DAP,Bihar,0.00,34094.35,,,
2014-2015,October,MAP,Bihar,0.00,0.00,,,
2014-2015,October,MOP,Bihar,0.00,17703.50,,,
2014-2015,October,NPK,Bihar,0.00,31678.60,,,
2014-2015,October,TSP,Bihar,0.00,7673.75,,,
2014-2015,October,UREA,Bihar,0.00,4285.49,,,
2014-2015,October,SSP,Bihar,0.00,0.00,,,
2014-2015,October,DAP,Chandigarh,0.00,0.00,,,
2014-2015,October,MAP,Chandigarh,0.00,0.00,,,
2014-2015,October,MOP,Chandigarh,0.00,0.00,,,
2014-2015,October,NPK,Chandigarh,0.00,0.00,,,
2014-2015,October,TSP,Chandigarh,0.00,0.00,,,
2014-2015,October,UREA,Chandigarh,0.00,0.00,,,
2014-2015,October,SSP,Chandigarh,0.00,0.00,,,
2014-2015,October,DAP,Chattishgarh,0.00,9015.15,,,
2014-2015,October,MAP,Chattishgarh,0.00,0.00,,,
2014-2015,October,MOP,Chattishgarh,0.00,18814.90,,,
2014-2015,October,NPK,Chattishgarh,0.00,4989.20,,,
2014-2015,October,TSP,Chattishgarh,0.00,3858.25,,,
2014-2015,October,UREA,Chattishgarh,0.00,1857.05,,,
2014-2015,October,SSP,Chattishgarh,0.00,0.00,,,
2014-2015,October,DAP,Dadra and Nagar Haveli,0.00,17.90,,,
2014-2015,October,MAP,Dadra and Nagar Haveli,0.00,0.00,,,
2014-2015,October,MOP,Dadra and Nagar Haveli,0.00,0.00,,,
2014-2015,October,NPK,Dadra and Nagar Haveli,0.00,23.30,,,
2014-2015,October,TSP,Dadra and Nagar Haveli,0.00,0.00,,,
2014-2015,October,UREA,Dadra and Nagar Haveli,0.00,8.70,,,
2014-2015,October,SSP,Dadra and Nagar Haveli,0.00,0.00,,,
2014-2015,October,DAP,Daman and Diu,0.00,0.00,,,
2014-2015,October,MAP,Daman and Diu,0.00,0.00,,,
2014-2015,October,MOP,Daman and Diu,0.00,0.00,,,
2014-2015,October,NPK,Daman and Diu,0.00,0.00,,,
2014-2015,October,TSP,Daman and Diu,0.00,0.00,,,
2014-2015,October,UREA,Daman and Diu,0.00,0.00,,,
2014-2015,October,SSP,Daman and Diu,0.00,0.00,,,
2014-2015,October,DAP,Delhi,1200.00,0.00,,,
2014-2015,October,MAP,Delhi,0.00,0.00,,,
2014-2015,October,MOP,Delhi,0.00,0.00,,,
2014-2015,October,NPK,Delhi,0.00,0.00,,,
2014-2015,October,TSP,Delhi,0.00,0.00,,,
2014-2015,October,UREA,Delhi,0.00,0.00,,,
2014-2015,October,SSP,Delhi,0.00,0.00,,,
2014-2015,October,DAP,Goa,0.00,32.00,,,
2014-2015,October,MAP,Goa,0.00,0.00,,,
2014-2015,October,MOP,Goa,0.00,15.00,,,
2014-2015,October,NPK,Goa,0.00,9.40,,,
2014-2015,October,TSP,Goa,0.00,0.00,,,
2014-2015,October,UREA,Goa,0.00,70.00,,,
2014-2015,October,SSP,Goa,0.00,0.00,,,
2014-2015,October,DAP,Gujarat,0.00,7912.89,,,
2014-2015,October,MAP,Gujarat,0.00,0.00,,,
2014-2015,October,MOP,Gujarat,0.00,7058.70,,,
2014-2015,October,NPK,Gujarat,0.00,10260.06,,,
2014-2015,October,TSP,Gujarat,0.00,6313.85,,,
2014-2015,October,UREA,Gujarat,0.00,5033.79,,,
2014-2015,October,SSP,Gujarat,0.00,0.00,,,
2014-2015,October,DAP,Harayana,0.00,15674.10,,,
2014-2015,October,MAP,Harayana,0.00,0.00,,,
2014-2015,October,MOP,Harayana,0.00,3180.55,,,
2014-2015,October,NPK,Harayana,0.00,4193.10,,,
2014-2015,October,TSP,Harayana,0.00,0.00,,,
2014-2015,October,UREA,Harayana,0.00,2555.45,,,
2014-2015,October,SSP,Harayana,0.00,0.00,,,
2014-2015,October,DAP,Himachal Pradesh,0.00,0.00,,,
2014-2015,October,MAP,Himachal Pradesh,0.00,0.00,,,
2014-2015,October,MOP,Himachal Pradesh,0.00,0.00,,,
2014-2015,October,NPK,Himachal Pradesh,0.00,31.45,,,
2014-2015,October,TSP,Himachal Pradesh,0.00,0.00,,,
2014-2015,October,UREA,Himachal Pradesh,0.00,41.05,,,
2014-2015,October,SSP,Himachal Pradesh,0.00,0.00,,,
2014-2015,October,DAP,Jammu and Kashmir,0.00,4048.25,,,
2014-2015,October,MAP,Jammu and Kashmir,0.00,0.00,,,
2014-2015,October,MOP,Jammu and Kashmir,0.00,518.85,,,
2014-2015,October,NPK,Jammu and Kashmir,0.00,0.00,,,
2014-2015,October,TSP,Jammu and Kashmir,0.00,0.00,,,
2014-2015,October,UREA,Jammu and Kashmir,0.00,1599.90,,,
2014-2015,October,SSP,Jammu and Kashmir,0.00,0.00,,,
2014-2015,October,DAP,Jharkhand,0.00,1354.40,,,
2014-2015,October,MAP,Jharkhand,0.00,0.00,,,
2014-2015,October,MOP,Jharkhand,0.00,4.50,,,
2014-2015,October,NPK,Jharkhand,0.00,302.95,,,
2014-2015,October,TSP,Jharkhand,0.00,0.00,,,
2014-2015,October,UREA,Jharkhand,0.00,-0.40,,,
2014-2015,October,SSP,Jharkhand,0.00,0.00,,,
2014-2015,October,DAP,Karnataka,28000.00,9072.90,,,
2014-2015,October,MAP,Karnataka,0.00,0.00,,,
2014-2015,October,MOP,Karnataka,20000.00,23252.74,,,
2014-2015,October,NPK,Karnataka,60000.00,43153.87,,,
2014-2015,October,TSP,Karnataka,0.00,11905.40,,,
2014-2015,October,UREA,Karnataka,160000.00,7103.83,,,
2014-2015,October,SSP,Karnataka,8350.00,0.00,,,
2014-2015,October,DAP,Kerala,0.00,1205.10,,,
2014-2015,October,MAP,Kerala,0.00,0.00,,,
2014-2015,October,MOP,Kerala,0.00,3371.64,,,
2014-2015,October,NPK,Kerala,0.00,16353.25,,,
2014-2015,October,TSP,Kerala,0.00,3156.75,,,
2014-2015,October,UREA,Kerala,0.00,510.80,,,
2014-2015,October,SSP,Kerala,0.00,0.00,,,
2014-2015,October,DAP,Lakshadweep,0.00,0.00,,,
2014-2015,October,MAP,Lakshadweep,0.00,0.00,,,
2014-2015,October,MOP,Lakshadweep,0.00,0.00,,,
2014-2015,October,NPK,Lakshadweep,0.00,0.00,,,
2014-2015,October,TSP,Lakshadweep,0.00,0.00,,,
2014-2015,October,UREA,Lakshadweep,0.00,0.00,,,
2014-2015,October,SSP,Lakshadweep,0.00,0.00,,,
2014-2015,October,DAP,Madhya Pradesh,0.00,16173.52,,,
2014-2015,October,MAP,Madhya Pradesh,0.00,0.00,,,
2014-2015,October,MOP,Madhya Pradesh,0.00,18024.33,,,
2014-2015,October,NPK,Madhya Pradesh,0.00,5035.30,,,
2014-2015,October,TSP,Madhya Pradesh,0.00,8443.85,,,
2014-2015,October,UREA,Madhya Pradesh,0.00,2687.60,,,
2014-2015,October,SSP,Madhya Pradesh,0.00,0.00,,,
2014-2015,October,DAP,Maharastra,0.00,3112.92,,,
2014-2015,October,MAP,Maharastra,0.00,0.00,,,
2014-2015,October,MOP,Maharastra,0.00,39347.52,,,
2014-2015,October,NPK,Maharastra,0.00,43177.14,,,
2014-2015,October,TSP,Maharastra,0.00,0.00,,,
2014-2015,October,UREA,Maharastra,0.00,5631.01,,,
2014-2015,October,SSP,Maharastra,0.00,0.00,,,
2014-2015,October,DAP,Manipur,0.00,0.00,,,
2014-2015,October,MAP,Manipur,0.00,0.00,,,
2014-2015,October,MOP,Manipur,0.00,0.00,,,
2014-2015,October,NPK,Manipur,0.00,0.00,,,
2014-2015,October,TSP,Manipur,0.00,0.00,,,
2014-2015,October,UREA,Manipur,0.00,0.00,,,
2014-2015,October,SSP,Manipur,0.00,0.00,,,
2014-2015,October,DAP,Megalaya,0.00,0.45,,,
2014-2015,October,MAP,Megalaya,0.00,0.00,,,
2014-2015,October,MOP,Megalaya,0.00,0.00,,,
2014-2015,October,NPK,Megalaya,0.00,0.00,,,
2014-2015,October,TSP,Megalaya,0.00,0.00,,,
2014-2015,October,UREA,Megalaya,0.00,0.00,,,
2014-2015,October,SSP,Megalaya,0.00,0.00,,,
2014-2015,October,DAP,Mizoram,0.00,0.00,,,
2014-2015,October,MAP,Mizoram,0.00,0.00,,,
2014-2015,October,MOP,Mizoram,0.00,0.00,,,
2014-2015,October,NPK,Mizoram,0.00,0.00,,,
2014-2015,October,TSP,Mizoram,0.00,0.00,,,
2014-2015,October,UREA,Mizoram,0.00,0.00,,,
2014-2015,October,SSP,Mizoram,0.00,0.00,,,
2014-2015,October,DAP,Nagaland,0.00,0.00,,,
2014-2015,October,MAP,Nagaland,0.00,0.00,,,
2014-2015,October,MOP,Nagaland,0.00,0.00,,,
2014-2015,October,NPK,Nagaland,0.00,0.00,,,
2014-2015,October,TSP,Nagaland,0.00,0.00,,,
2014-2015,October,UREA,Nagaland,0.00,0.00,,,
2014-2015,October,SSP,Nagaland,0.00,0.00,,,
2014-2015,October,DAP,Orissa,0.00,8517.10,,,
2014-2015,October,MAP,Orissa,0.00,0.00,,,
2014-2015,October,MOP,Orissa,0.00,6812.05,,,
2014-2015,October,NPK,Orissa,0.00,10896.75,,,
2014-2015,October,TSP,Orissa,0.00,0.00,,,
2014-2015,October,UREA,Orissa,0.00,5786.20,,,
2014-2015,October,SSP,Orissa,0.00,0.00,,,
2014-2015,October,DAP,Pondicherry,0.00,0.00,,,
2014-2015,October,MAP,Pondicherry,0.00,0.00,,,
2014-2015,October,MOP,Pondicherry,0.00,59.00,,,
2014-2015,October,NPK,Pondicherry,0.00,18.00,,,
2014-2015,October,TSP,Pondicherry,0.00,0.00,,,
2014-2015,October,UREA,Pondicherry,0.00,0.85,,,
2014-2015,October,SSP,Pondicherry,0.00,0.00,,,
2014-2015,October,DAP,Punjab,0.00,26587.80,,,
2014-2015,October,MAP,Punjab,0.00,0.00,,,
2014-2015,October,MOP,Punjab,0.00,5084.25,,,
2014-2015,October,NPK,Punjab,0.00,2396.30,,,
2014-2015,October,TSP,Punjab,0.00,3355.30,,,
2014-2015,October,UREA,Punjab,0.00,3526.20,,,
2014-2015,October,SSP,Punjab,0.00,0.00,,,
2014-2015,October,DAP,Rajasthan,0.00,9149.10,,,
2014-2015,October,MAP,Rajasthan,0.00,0.00,,,
2014-2015,October,MOP,Rajasthan,0.00,2520.65,,,
2014-2015,October,NPK,Rajasthan,0.00,397.55,,,
2014-2015,October,TSP,Rajasthan,0.00,3526.25,,,
2014-2015,October,UREA,Rajasthan,0.00,3772.30,,,
2014-2015,October,SSP,Rajasthan,0.00,0.00,,,
2014-2015,October,DAP,Sikkim,0.00,0.00,,,
2014-2015,October,MAP,Sikkim,0.00,0.00,,,
2014-2015,October,MOP,Sikkim,0.00,0.00,,,
2014-2015,October,NPK,Sikkim,0.00,0.00,,,
2014-2015,October,TSP,Sikkim,0.00,0.00,,,
2014-2015,October,UREA,Sikkim,0.00,0.00,,,
2014-2015,October,SSP,Sikkim,0.00,0.00,,,
2014-2015,October,DAP,Tamil Nadu,0.00,8116.45,,,
2014-2015,October,MAP,Tamil Nadu,0.00,0.00,,,
2014-2015,October,MOP,Tamil Nadu,0.00,14350.50,,,
2014-2015,October,NPK,Tamil Nadu,0.00,22253.22,,,
2014-2015,October,TSP,Tamil Nadu,0.00,0.00,,,
2014-2015,October,UREA,Tamil Nadu,0.00,298.56,,,
2014-2015,October,SSP,Tamil Nadu,0.00,0.00,,,
2014-2015,October,DAP,Tripura,0.00,8.55,,,
2014-2015,October,MAP,Tripura,0.00,0.00,,,
2014-2015,October,MOP,Tripura,0.00,0.00,,,
2014-2015,October,NPK,Tripura,0.00,26.95,,,
2014-2015,October,TSP,Tripura,0.00,0.00,,,
2014-2015,October,UREA,Tripura,0.00,0.00,,,
2014-2015,October,SSP,Tripura,0.00,0.00,,,
2014-2015,October,DAP,Telangana,35000.00,5264.00,,,
2014-2015,October,MAP,Telangana,0.00,0.00,,,
2014-2015,October,MOP,Telangana,6000.00,10084.05,,,
2014-2015,October,NPK,Telangana,60000.00,18352.00,,,
2014-2015,October,TSP,Telangana,0.00,0.00,,,
2014-2015,October,UREA,Telangana,150000.00,2450.80,,,
2014-2015,October,SSP,Telangana,0.00,0.00,,,
2014-2015,October,DAP,Uttar Pradesh,0.00,49051.25,,,
2014-2015,October,MAP,Uttar Pradesh,0.00,0.00,,,
2014-2015,October,MOP,Uttar Pradesh,0.00,12283.25,,,
2014-2015,October,NPK,Uttar Pradesh,0.00,18657.75,,,
2014-2015,October,TSP,Uttar Pradesh,0.00,16125.25,,,
2014-2015,October,UREA,Uttar Pradesh,0.00,38636.80,,,
2014-2015,October,SSP,Uttar Pradesh,0.00,0.00,,,
2014-2015,October,DAP,Uttaranchal,0.00,2029.05,,,
2014-2015,October,MAP,Uttaranchal,0.00,0.00,,,
2014-2015,October,MOP,Uttaranchal,0.00,13.75,,,
2014-2015,October,NPK,Uttaranchal,0.00,2082.80,,,
2014-2015,October,TSP,Uttaranchal,0.00,0.00,,,
2014-2015,October,UREA,Uttaranchal,0.00,1612.45,,,
2014-2015,October,SSP,Uttaranchal,0.00,0.00,,,
2014-2015,October,DAP,West Bengal,37500.00,8561.00,,,
2014-2015,October,MAP,West Bengal,0.00,0.00,,,
2014-2015,October,MOP,West Bengal,21000.00,32143.00,,,
2014-2015,October,NPK,West Bengal,125000.00,26729.87,,,
2014-2015,October,TSP,West Bengal,0.00,7377.55,,,
2014-2015,October,UREA,West Bengal,136000.00,4220.50,,,
2014-2015,October,SSP,West Bengal,0.00,0.00,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
